,artist,current_rank,is_new,last_pos,peak_pos,title,week,weeks_on_chart
32805,Big Punisher Featuring Joe,31,0,29,13,Still Not A Player,7/25/1998,7
32806,Tee Kee,32,0,30,30,Insane,7/25/1998,3
32807,Timbaland & Magoo,33,0,27,8,Clock Strikes,7/25/1998,14
32808,P.A. (Parental Advisory),34,0,26,26,Like We Do,7/25/1998,8
32809,Militia,35,0,48,4,Burn,7/25/1998,29
32810,Players For Life,36,0,36,22,"Thisaway, Thataway (Hillside Anthem)",7/25/1998,7
32811,JD Featuring Da Brat,37,0,31,6,The Party Continues,7/25/1998,23
32812,Sylk-E. Fyne Featuring Chill,38,0,40,1,Romeo And Juliet,7/25/1998,24
32813,WC From Westside Connection,39,0,45,3,Just Clownin',7/25/1998,33
32814,Mase Featuring Total,40,0,35,3,What You Want,7/25/1998,27
32815,LL Cool J,41,0,39,1,Father,7/25/1998,27
32816,2Pac Featuring Eric Williams,42,0,34,2,Do For Love,7/25/1998,19
32817,Freak Nasty,43,0,41,33,Do What U Feel,7/25/1998,4
32818,Rufus Blaq,44,0,50,18,Out Of Sight (YO),7/25/1998,15
32819,Cardan (Featuring Jermaine Dupri),45,0,0,21,Jam On It,7/25/1998,14
32820,JD Featuring Jay-Z,46,0,38,28,Money Ain't A Thang,7/25/1998,4
32821,Lil' Keke,47,0,37,28,Southside,7/25/1998,14
32822,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",48,0,44,12,Just Be Straight With Me,7/25/1998,20
32823,Big Regg Featuring The Ryda Clique Congregation,49,0,33,33,I Got It Made,7/25/1998,5
32824,Noreaga,50,0,47,32,N.O.R.E.,7/25/1998,9
32825,Puff Daddy Featuring Jimmy Page,1,0,1,1,Come With Me,7/18/1998,4
32826,John Forte,2,0,2,2,Ninety Nine [Flash The Message],7/18/1998,7
32827,Luke Featuring No Good But So Good,3,0,4,1,Raise The Roof,7/18/1998,17
32828,69 Boyz,4,0,34,4,Woof Woof,7/18/1998,2
32829,All City,5,0,3,3,The Actual,7/18/1998,4
32830,Master P Featuring Sons Of Funk,6,0,5,1,I Got The Hook Up!,7/18/1998,15
32831,DMX Featuring Sheek Of The Lox,7,0,9,6,Get At Me Dog,7/18/1998,22
32832,Heather B.,8,0,7,7,Do You,7/18/1998,3
32833,Beenie Man,9,0,8,6,Who Am I,7/18/1998,19
32834,B.L.H.U.N.T.,10,0,23,10,Choke,7/18/1998,11
32835,Busta Rhymes,11,0,6,1,Turn It Up [Remix]/Fire It Up,7/18/1998,12
32836,Hi-Town DJs,12,0,10,10,Ding-A-Ling,7/18/1998,11
32837,MC Ren,13,0,13,13,Ruthless For Life,7/18/1998,10
32838,The 2 Live Crew (Feat. KC Of KC & The Sunshine Band & Freak Nasty),14,0,11,11,2 Live Party,7/18/1998,16
32839,Cam'Ron Featuring Mase,15,1,0,15,Horse & Carriage,7/18/1998,1
32840,The Lox [Featuring DMX & Lil' Kim],16,0,14,1,"Money, Power & Respect",7/18/1998,16
32841,Twista & The Speed Knot Mobstaz,17,1,0,17,In Your World,7/18/1998,1
32842,Goodie Mob Featuring Outkast,18,0,19,15,Black Ice (Sky High),7/18/1998,4
32843,Lord Tariq & Peter Gunz,19,0,15,1,Deja Vu [Uptown Baby],7/18/1998,30
32844,Canibus,20,0,17,3,Second Round K.O.,7/18/1998,16
32845,Wyclef Jean,21,0,16,2,Gone Till November,7/18/1998,25
32846,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,22,0,12,2,Victory,7/18/1998,18
32847,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",23,0,24,6,Make Em' Say Uhh!,7/18/1998,26
32848,Mr. Money Loc Featuring Above The Law,24,0,22,19,Throw Yo Hood Up,7/18/1998,17
32849,Cosmic Slop Shop,25,0,18,18,Sinful,7/18/1998,8
32850,P.A. (Parental Advisory),26,0,32,26,Like We Do,7/18/1998,7
32851,Timbaland & Magoo,27,0,26,8,Clock Strikes,7/18/1998,13
32852,General Grant,28,1,0,28,No Woman,7/18/1998,1
32853,Big Punisher Featuring Joe,29,0,21,13,Still Not A Player,7/18/1998,6
32854,Tee Kee,30,0,35,30,Insane,7/18/1998,2
32855,JD Featuring Da Brat,31,0,25,6,The Party Continues,7/18/1998,22
32856,Salt-N-Pepa,32,0,20,9,Gitty Up,7/18/1998,17
32857,Big Regg Featuring The Ryda Clique Congregation,33,0,45,33,I Got It Made,7/18/1998,4
32858,2Pac Featuring Eric Williams,34,0,37,2,Do For Love,7/18/1998,18
32859,Mase Featuring Total,35,0,27,3,What You Want,7/18/1998,26
32860,Players For Life,36,0,29,22,"Thisaway, Thataway (Hillside Anthem)",7/18/1998,6
32861,Lil' Keke,37,0,44,28,Southside,7/18/1998,13
32862,JD Featuring Jay-Z,38,0,39,28,Money Ain't A Thang,7/18/1998,3
32863,LL Cool J,39,0,31,1,Father,7/18/1998,26
32864,Sylk-E. Fyne Featuring Chill,40,0,30,1,Romeo And Juliet,7/18/1998,23
32865,Freak Nasty,41,0,33,33,Do What U Feel,7/18/1998,3
32866,Buddha Monk [Featuring Ol' Dirty Bastard],42,0,38,38,Got's Like Come On Thru,7/18/1998,4
32867,Raheem,43,0,47,28,The Most Beautiful Girl,7/18/1998,13
32868,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",44,0,49,12,Just Be Straight With Me,7/18/1998,19
32869,WC From Westside Connection,45,0,41,3,Just Clownin',7/18/1998,32
32870,"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes",46,0,40,32,Party Ain't A Party,7/18/1998,5
32871,Noreaga,47,0,48,32,N.O.R.E.,7/18/1998,8
32872,Militia,48,0,42,4,Burn,7/18/1998,28
32873,"DJ Smurf Featuring DJ Taz, DJ Kizzy Rock And June Dog",49,0,0,46,Girls,7/18/1998,2
32874,Rufus Blaq,50,0,43,18,Out Of Sight (YO),7/18/1998,14
32875,Puff Daddy Featuring Jimmy Page,1,0,1,1,Come With Me,7/11/1998,3
32876,John Forte,2,0,4,2,Ninety Nine [Flash The Message],7/11/1998,6
32877,All City,3,0,7,3,The Actual,7/11/1998,3
32878,Luke Featuring No Good But So Good,4,0,3,1,Raise The Roof,7/11/1998,16
32879,Master P Featuring Sons Of Funk,5,0,2,1,I Got The Hook Up!,7/11/1998,14
32880,Busta Rhymes,6,0,5,1,Turn It Up [Remix]/Fire It Up,7/11/1998,11
32881,Heather B.,7,0,21,7,Do You,7/11/1998,2
32882,Beenie Man,8,0,8,6,Who Am I,7/11/1998,18
32883,DMX Featuring Sheek Of The Lox,9,0,6,6,Get At Me Dog,7/11/1998,21
32884,Hi-Town DJs,10,0,31,10,Ding-A-Ling,7/11/1998,10
32885,The 2 Live Crew (Feat. KC Of KC & The Sunshine Band & Freak Nasty),11,0,13,11,2 Live Party,7/11/1998,15
32886,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,12,0,12,2,Victory,7/11/1998,17
32887,MC Ren,13,0,16,13,Ruthless For Life,7/11/1998,9
32888,The Lox [Featuring DMX & Lil' Kim],14,0,9,1,"Money, Power & Respect",7/11/1998,15
32889,Lord Tariq & Peter Gunz,15,0,11,1,Deja Vu [Uptown Baby],7/11/1998,29
32890,Wyclef Jean,16,0,17,2,Gone Till November,7/11/1998,24
32891,Canibus,17,0,10,3,Second Round K.O.,7/11/1998,15
32892,Cosmic Slop Shop,18,0,23,18,Sinful,7/11/1998,7
32893,Goodie Mob Featuring Outkast,19,0,15,15,Black Ice (Sky High),7/11/1998,3
32894,Salt-N-Pepa,20,0,25,9,Gitty Up,7/11/1998,16
32895,Big Punisher Featuring Joe,21,0,18,13,Still Not A Player,7/11/1998,5
32896,Mr. Money Loc Featuring Above The Law,22,0,24,19,Throw Yo Hood Up,7/11/1998,16
32897,B.L.H.U.N.T.,23,0,29,19,Choke,7/11/1998,10
32898,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",24,0,14,6,Make Em' Say Uhh!,7/11/1998,25
32899,JD Featuring Da Brat,25,0,27,6,The Party Continues,7/11/1998,21
32900,Timbaland & Magoo,26,0,22,8,Clock Strikes,7/11/1998,12
32901,Mase Featuring Total,27,0,20,3,What You Want,7/11/1998,25
32902,Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,28,0,19,16,Ghetto Supastar (That Is What You Are),7/11/1998,3
32903,Players For Life,29,0,38,22,"Thisaway, Thataway (Hillside Anthem)",7/11/1998,5
32904,Sylk-E. Fyne Featuring Chill,30,0,30,1,Romeo And Juliet,7/11/1998,22
32905,LL Cool J,31,0,33,1,Father,7/11/1998,25
32906,P.A. (Parental Advisory),32,0,35,27,Like We Do,7/11/1998,6
32907,Freak Nasty,33,0,34,33,Do What U Feel,7/11/1998,2
32908,69 Boyz,34,1,0,34,Woof Woof,7/11/1998,1
32909,Tee Kee,35,1,0,35,Insane,7/11/1998,1
32910,Cardan (Featuring Jermaine Dupri),36,0,49,21,Jam On It,7/11/1998,13
32911,2Pac Featuring Eric Williams,37,0,26,2,Do For Love,7/11/1998,17
32912,Buddha Monk [Featuring Ol' Dirty Bastard],38,0,43,38,Got's Like Come On Thru,7/11/1998,3
32913,JD Featuring Jay-Z,39,0,28,28,Money Ain't A Thang,7/11/1998,2
32914,"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes",40,0,32,32,Party Ain't A Party,7/11/1998,4
32915,WC From Westside Connection,41,0,40,3,Just Clownin',7/11/1998,31
32916,Militia,42,0,0,4,Burn,7/11/1998,27
32917,Rufus Blaq,43,0,48,18,Out Of Sight (YO),7/11/1998,13
32918,Lil' Keke,44,0,36,28,Southside,7/11/1998,12
32919,Big Regg Featuring The Ryda Clique Congregation,45,0,0,38,I Got It Made,7/11/1998,3
32920,Jay-Z Featuring BLACKstreet,46,0,47,14,A Million And One Questions/The City Is Mine,7/11/1998,23
32921,Raheem,47,0,37,28,The Most Beautiful Girl,7/11/1998,12
32922,Noreaga,48,0,41,32,N.O.R.E.,7/11/1998,7
32923,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",49,0,42,12,Just Be Straight With Me,7/11/1998,18
32924,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),50,0,45,1,Been Around The World/IIt's All About The Benjamins,7/11/1998,32
32925,Puff Daddy Featuring Jimmy Page,1,0,1,1,Come With Me,7/4/1998,2
32926,Master P Featuring Sons Of Funk,2,0,3,1,I Got The Hook Up!,7/4/1998,13
32927,Luke Featuring No Good But So Good,3,0,2,1,Raise The Roof,7/4/1998,15
32928,John Forte,4,0,4,4,Ninety Nine [Flash The Message],7/4/1998,5
32929,Busta Rhymes,5,0,5,1,Turn It Up [Remix]/Fire It Up,7/4/1998,10
32930,DMX Featuring Sheek Of The Lox,6,0,7,6,Get At Me Dog,7/4/1998,20
32931,All City,7,0,12,7,The Actual,7/4/1998,2
32932,Beenie Man,8,0,6,6,Who Am I,7/4/1998,17
32933,The Lox [Featuring DMX & Lil' Kim],9,0,8,1,"Money, Power & Respect",7/4/1998,14
32934,Canibus,10,0,10,3,Second Round K.O.,7/4/1998,14
32935,Lord Tariq & Peter Gunz,11,0,11,1,Deja Vu [Uptown Baby],7/4/1998,28
32936,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,12,0,9,2,Victory,7/4/1998,16
32937,The 2 Live Crew (Feat. KC Of KC & The Sunshine Band & Freak Nasty),13,0,13,12,2 Live Party,7/4/1998,14
32938,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",14,0,14,6,Make Em' Say Uhh!,7/4/1998,24
32939,Goodie Mob Featuring Outkast,15,0,27,15,Black Ice (Sky High),7/4/1998,2
32940,MC Ren,16,0,24,16,Ruthless For Life,7/4/1998,8
32941,Wyclef Jean,17,0,15,2,Gone Till November,7/4/1998,23
32942,Big Punisher Featuring Joe,18,0,17,13,Still Not A Player,7/4/1998,4
32943,Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,19,0,16,16,Ghetto Supastar (That Is What You Are),7/4/1998,2
32944,Mase Featuring Total,20,0,23,3,What You Want,7/4/1998,24
32945,Heather B.,21,1,0,21,Do You,7/4/1998,1
32946,Timbaland & Magoo,22,0,21,8,Clock Strikes,7/4/1998,11
32947,Cosmic Slop Shop,23,0,18,18,Sinful,7/4/1998,6
32948,Mr. Money Loc Featuring Above The Law,24,0,22,19,Throw Yo Hood Up,7/4/1998,15
32949,Salt-N-Pepa,25,0,19,9,Gitty Up,7/4/1998,15
32950,2Pac Featuring Eric Williams,26,0,29,2,Do For Love,7/4/1998,16
32951,JD Featuring Da Brat,27,0,25,6,The Party Continues,7/4/1998,20
32952,JD Featuring Jay-Z,28,1,0,28,Money Ain't A Thang,7/4/1998,1
32953,B.L.H.U.N.T.,29,0,30,19,Choke,7/4/1998,9
32954,Sylk-E. Fyne Featuring Chill,30,0,20,1,Romeo And Juliet,7/4/1998,21
32955,Hi-Town DJs,31,0,44,31,Ding-A-Ling,7/4/1998,9
32956,"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes",32,0,32,32,Party Ain't A Party,7/4/1998,3
32957,LL Cool J,33,0,26,1,Father,7/4/1998,24
32958,Freak Nasty,34,1,0,34,Do What U Feel,7/4/1998,1
32959,P.A. (Parental Advisory),35,0,42,27,Like We Do,7/4/1998,5
32960,Lil' Keke,36,0,37,28,Southside,7/4/1998,11
32961,Raheem,37,0,39,28,The Most Beautiful Girl,7/4/1998,11
32962,Players For Life,38,0,28,22,"Thisaway, Thataway (Hillside Anthem)",7/4/1998,4
32963,Darq Age,39,0,31,23,Come & Get It,7/4/1998,10
32964,WC From Westside Connection,40,0,34,3,Just Clownin',7/4/1998,30
32965,Noreaga,41,0,38,32,N.O.R.E.,7/4/1998,6
32966,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",42,0,40,12,Just Be Straight With Me,7/4/1998,17
32967,Buddha Monk [Featuring Ol' Dirty Bastard],43,0,43,43,Got's Like Come On Thru,7/4/1998,2
32968,Onyx,44,1,0,44,React,7/4/1998,1
32969,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),45,0,45,1,Been Around The World/IIt's All About The Benjamins,7/4/1998,31
32970,Southsyde Conn X Shun Featuring L.A. Sno & Stylz,46,0,47,30,Raize Da Roof - Push It Up (Call It What U Want),7/4/1998,6
32971,Jay-Z Featuring BLACKstreet,47,0,41,14,A Million And One Questions/The City Is Mine,7/4/1998,22
32972,Rufus Blaq,48,0,36,18,Out Of Sight (YO),7/4/1998,12
32973,Cardan (Featuring Jermaine Dupri),49,0,35,21,Jam On It,7/4/1998,12
32974,Do Or Die Featuring Johnny P & Twista,50,0,48,16,Still Po' Pimpin',7/4/1998,15
32975,Puff Daddy Featuring Jimmy Page,1,1,0,1,Come With Me,6/27/1998,1
32976,Luke Featuring No Good But So Good,2,0,2,1,Raise The Roof,6/27/1998,14
32977,Master P Featuring Sons Of Funk,3,0,1,1,I Got The Hook Up!,6/27/1998,12
32978,John Forte,4,0,4,4,Ninety Nine [Flash The Message],6/27/1998,4
32979,Busta Rhymes,5,0,3,1,Turn It Up [Remix]/Fire It Up,6/27/1998,9
32980,Beenie Man,6,0,6,6,Who Am I,6/27/1998,16
32981,DMX Featuring Sheek Of The Lox,7,0,7,6,Get At Me Dog,6/27/1998,19
32982,The Lox [Featuring DMX & Lil' Kim],8,0,5,1,"Money, Power & Respect",6/27/1998,13
32983,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,9,0,8,2,Victory,6/27/1998,15
32984,Canibus,10,0,9,3,Second Round K.O.,6/27/1998,13
32985,Lord Tariq & Peter Gunz,11,0,10,1,Deja Vu [Uptown Baby],6/27/1998,27
32986,All City,12,1,0,12,The Actual,6/27/1998,1
32987,The 2 Live Crew (Feat. KC Of KC & The Sunshine Band & Freak Nasty),13,0,14,12,2 Live Party,6/27/1998,13
32988,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",14,0,11,6,Make Em' Say Uhh!,6/27/1998,23
32989,Wyclef Jean,15,0,12,2,Gone Till November,6/27/1998,22
32990,Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,16,1,0,16,Ghetto Supastar (That Is What You Are),6/27/1998,1
32991,Big Punisher Featuring Joe,17,0,13,13,Still Not A Player,6/27/1998,3
32992,Cosmic Slop Shop,18,0,22,18,Sinful,6/27/1998,5
32993,Salt-N-Pepa,19,0,17,9,Gitty Up,6/27/1998,14
32994,Sylk-E. Fyne Featuring Chill,20,0,18,1,Romeo And Juliet,6/27/1998,20
32995,Timbaland & Magoo,21,0,16,8,Clock Strikes,6/27/1998,10
32996,Mr. Money Loc Featuring Above The Law,22,0,25,19,Throw Yo Hood Up,6/27/1998,14
32997,Mase Featuring Total,23,0,19,3,What You Want,6/27/1998,23
32998,MC Ren,24,0,21,21,Ruthless For Life,6/27/1998,7
32999,JD Featuring Da Brat,25,0,15,6,The Party Continues,6/27/1998,19
33000,LL Cool J,26,0,31,1,Father,6/27/1998,23
33001,Goodie Mob Featuring Outkast,27,1,0,27,Black Ice (Sky High),6/27/1998,1
33002,Players For Life,28,0,23,22,"Thisaway, Thataway (Hillside Anthem)",6/27/1998,3
33003,2Pac Featuring Eric Williams,29,0,20,2,Do For Love,6/27/1998,15
33004,B.L.H.U.N.T.,30,0,24,19,Choke,6/27/1998,8
33005,Darq Age,31,0,34,23,Come & Get It,6/27/1998,9
33006,"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes",32,0,35,32,Party Ain't A Party,6/27/1998,2
33007,Militia,33,0,43,4,Burn,6/27/1998,26
33008,WC From Westside Connection,34,0,33,3,Just Clownin',6/27/1998,29
33009,Cardan (Featuring Jermaine Dupri),35,0,26,21,Jam On It,6/27/1998,11
33010,Rufus Blaq,36,0,27,18,Out Of Sight (YO),6/27/1998,11
33011,Lil' Keke,37,0,28,28,Southside,6/27/1998,10
33012,Noreaga,38,0,46,32,N.O.R.E.,6/27/1998,5
33013,Raheem,39,0,37,28,The Most Beautiful Girl,6/27/1998,10
33014,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",40,0,36,12,Just Be Straight With Me,6/27/1998,16
33015,Jay-Z Featuring BLACKstreet,41,0,29,14,A Million And One Questions/The City Is Mine,6/27/1998,21
33016,P.A. (Parental Advisory),42,0,32,27,Like We Do,6/27/1998,4
33017,Buddha Monk [Featuring Ol' Dirty Bastard],43,1,0,43,Got's Like Come On Thru,6/27/1998,1
33018,Hi-Town DJs,44,0,40,34,Ding-A-Ling,6/27/1998,8
33019,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),45,0,39,1,Been Around The World/IIt's All About The Benjamins,6/27/1998,30
33020,DJ Nasty Knock,46,0,45,31,Doo Doo Brown,6/27/1998,17
33021,Southsyde Conn X Shun Featuring L.A. Sno & Stylz,47,0,30,30,Raize Da Roof - Push It Up (Call It What U Want),6/27/1998,5
33022,Do Or Die Featuring Johnny P & Twista,48,0,38,16,Still Po' Pimpin',6/27/1998,14
33023,Raw Elements Featuring Men-At-Large,49,0,0,47,My Steez,6/27/1998,2
33024,Busta Rhymes,50,0,0,1,Dangerous,6/27/1998,24
33025,Master P Featuring Sons Of Funk,1,0,4,1,I Got The Hook Up!,6/20/1998,11
33026,Luke Featuring No Good But So Good,2,0,1,1,Raise The Roof,6/20/1998,13
33027,Busta Rhymes,3,0,3,1,Turn It Up [Remix]/Fire It Up,6/20/1998,8
33028,John Forte,4,0,7,4,Ninety Nine [Flash The Message],6/20/1998,3
33029,The Lox [Featuring DMX & Lil' Kim],5,0,2,1,"Money, Power & Respect",6/20/1998,12
33030,Beenie Man,6,0,6,6,Who Am I,6/20/1998,15
33031,DMX Featuring Sheek Of The Lox,7,0,9,6,Get At Me Dog,6/20/1998,18
33032,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,8,0,5,2,Victory,6/20/1998,14
33033,Canibus,9,0,8,3,Second Round K.O.,6/20/1998,12
33034,Lord Tariq & Peter Gunz,10,0,10,1,Deja Vu [Uptown Baby],6/20/1998,26
33035,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",11,0,11,6,Make Em' Say Uhh!,6/20/1998,22
33036,Wyclef Jean,12,0,14,2,Gone Till November,6/20/1998,21
33037,Big Punisher Featuring Joe,13,0,17,13,Still Not A Player,6/20/1998,2
33038,The 2 Live Crew (Feat. KC Of KC & The Sunshine Band & Freak Nasty),14,0,12,12,2 Live Party,6/20/1998,12
33039,JD Featuring Da Brat,15,0,18,6,The Party Continues,6/20/1998,18
33040,Timbaland & Magoo,16,0,13,8,Clock Strikes,6/20/1998,9
33041,Salt-N-Pepa,17,0,21,9,Gitty Up,6/20/1998,13
33042,Sylk-E. Fyne Featuring Chill,18,0,15,1,Romeo And Juliet,6/20/1998,19
33043,Mase Featuring Total,19,0,16,3,What You Want,6/20/1998,22
33044,2Pac Featuring Eric Williams,20,0,20,2,Do For Love,6/20/1998,14
33045,MC Ren,21,0,45,21,Ruthless For Life,6/20/1998,6
33046,Cosmic Slop Shop,22,0,35,22,Sinful,6/20/1998,4
33047,Players For Life,23,0,22,22,"Thisaway, Thataway (Hillside Anthem)",6/20/1998,2
33048,B.L.H.U.N.T.,24,0,19,19,Choke,6/20/1998,7
33049,Mr. Money Loc Featuring Above The Law,25,0,24,19,Throw Yo Hood Up,6/20/1998,13
33050,Cardan (Featuring Jermaine Dupri),26,0,26,21,Jam On It,6/20/1998,10
33051,Rufus Blaq,27,0,27,18,Out Of Sight (YO),6/20/1998,10
33052,Lil' Keke,28,0,33,28,Southside,6/20/1998,9
33053,Jay-Z Featuring BLACKstreet,29,0,28,14,A Million And One Questions/The City Is Mine,6/20/1998,20
33054,Southsyde Conn X Shun Featuring L.A. Sno & Stylz,30,0,50,30,Raize Da Roof - Push It Up (Call It What U Want),6/20/1998,4
33055,LL Cool J,31,0,25,1,Father,6/20/1998,22
33056,P.A. (Parental Advisory),32,0,34,27,Like We Do,6/20/1998,3
33057,WC From Westside Connection,33,0,30,3,Just Clownin',6/20/1998,28
33058,Darq Age,34,0,23,23,Come & Get It,6/20/1998,8
33059,"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes",35,1,0,35,Party Ain't A Party,6/20/1998,1
33060,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",36,0,31,12,Just Be Straight With Me,6/20/1998,15
33061,Raheem,37,0,32,28,The Most Beautiful Girl,6/20/1998,9
33062,Do Or Die Featuring Johnny P & Twista,38,0,29,16,Still Po' Pimpin',6/20/1998,13
33063,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),39,0,37,1,Been Around The World/IIt's All About The Benjamins,6/20/1998,29
33064,Hi-Town DJs,40,0,42,34,Ding-A-Ling,6/20/1998,7
33065,K.P. & Envyi,41,0,43,3,Swing My Way,6/20/1998,26
33066,Big Punisher,42,0,0,3,I'm Not A Player,6/20/1998,33
33067,Militia,43,0,44,4,Burn,6/20/1998,25
33068,Big Regg Featuring The Ryda Clique Congregation,44,0,38,38,I Got It Made,6/20/1998,2
33069,DJ Nasty Knock,45,0,36,31,Doo Doo Brown,6/20/1998,16
33070,Noreaga,46,0,40,32,N.O.R.E.,6/20/1998,4
33071,Mic Geronimo Featuring DMX & Black Rob,47,0,0,11,Nothin' Move But The Money,6/20/1998,17
33072,Mr. Money Loc,48,0,39,10,Imma Rolla,6/20/1998,34
33073,Nadanuf,49,0,0,21,6 A.M. (We Be Rollin'),6/20/1998,16
33074,"Charli ""Chuck"" Baltimore",50,1,0,50,Money,6/20/1998,1
33075,Luke Featuring No Good But So Good,1,0,2,1,Raise The Roof,6/13/1998,12
33076,The Lox [Featuring DMX & Lil' Kim],2,0,1,1,"Money, Power & Respect",6/13/1998,11
33077,Busta Rhymes,3,0,3,1,Turn It Up [Remix]/Fire It Up,6/13/1998,7
33078,Master P Featuring Sons Of Funk,4,0,4,4,I Got The Hook Up!,6/13/1998,10
33079,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,5,0,6,2,Victory,6/13/1998,13
33080,Beenie Man,6,0,8,6,Who Am I,6/13/1998,14
33081,John Forte,7,0,7,7,Ninety Nine [Flash The Message],6/13/1998,2
33082,Canibus,8,0,5,3,Second Round K.O.,6/13/1998,11
33083,DMX Featuring Sheek Of The Lox,9,0,9,6,Get At Me Dog,6/13/1998,17
33084,Lord Tariq & Peter Gunz,10,0,10,1,Deja Vu [Uptown Baby],6/13/1998,25
33085,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",11,0,15,6,Make Em' Say Uhh!,6/13/1998,21
33086,The 2 Live Crew (Feat. KC Of KC & The Sunshine Band & Freak Nasty),12,0,18,12,2 Live Party,6/13/1998,11
33087,Timbaland & Magoo,13,0,13,8,Clock Strikes,6/13/1998,8
33088,Wyclef Jean,14,0,12,2,Gone Till November,6/13/1998,20
33089,Sylk-E. Fyne Featuring Chill,15,0,11,1,Romeo And Juliet,6/13/1998,18
33090,Mase Featuring Total,16,0,16,3,What You Want,6/13/1998,21
33091,Big Punisher Featuring Joe,17,1,0,17,Still Not A Player,6/13/1998,1
33092,JD Featuring Da Brat,18,0,19,6,The Party Continues,6/13/1998,17
33093,B.L.H.U.N.T.,19,0,20,19,Choke,6/13/1998,6
33094,2Pac Featuring Eric Williams,20,0,14,2,Do For Love,6/13/1998,13
33095,Salt-N-Pepa,21,0,17,9,Gitty Up,6/13/1998,12
33096,Players For Life,22,1,0,22,"Thisaway, Thataway (Hillside Anthem)",6/13/1998,1
33097,Darq Age,23,0,32,23,Come & Get It,6/13/1998,7
33098,Mr. Money Loc Featuring Above The Law,24,0,22,19,Throw Yo Hood Up,6/13/1998,12
33099,LL Cool J,25,0,24,1,Father,6/13/1998,21
33100,Cardan (Featuring Jermaine Dupri),26,0,26,21,Jam On It,6/13/1998,9
33101,Rufus Blaq,27,0,25,18,Out Of Sight (YO),6/13/1998,9
33102,Jay-Z Featuring BLACKstreet,28,0,23,14,A Million And One Questions/The City Is Mine,6/13/1998,19
33103,Do Or Die Featuring Johnny P & Twista,29,0,21,16,Still Po' Pimpin',6/13/1998,12
33104,WC From Westside Connection,30,0,30,3,Just Clownin',6/13/1998,27
33105,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",31,0,29,12,Just Be Straight With Me,6/13/1998,14
33106,Raheem,32,0,28,28,The Most Beautiful Girl,6/13/1998,8
33107,Lil' Keke,33,0,33,30,Southside,6/13/1998,8
33108,P.A. (Parental Advisory),34,0,27,27,Like We Do,6/13/1998,2
33109,Cosmic Slop Shop,35,0,40,35,Sinful,6/13/1998,3
33110,DJ Nasty Knock,36,0,41,31,Doo Doo Brown,6/13/1998,15
33111,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),37,0,31,1,Been Around The World/IIt's All About The Benjamins,6/13/1998,28
33112,Big Regg Featuring The Ryda Clique Congregation,38,1,0,38,I Got It Made,6/13/1998,1
33113,Mr. Money Loc,39,0,0,10,Imma Rolla,6/13/1998,33
33114,Noreaga,40,0,37,32,N.O.R.E.,6/13/1998,3
33115,Busta Rhymes,41,0,42,1,Dangerous,6/13/1998,23
33116,Hi-Town DJs,42,0,34,34,Ding-A-Ling,6/13/1998,6
33117,K.P. & Envyi,43,0,0,3,Swing My Way,6/13/1998,25
33118,Militia,44,0,38,4,Burn,6/13/1998,24
33119,MC Ren,45,0,35,34,Ruthless For Life,6/13/1998,5
33120,Will Smith,46,0,39,1,Gettin' Jiggy Wit It,6/13/1998,17
33121,Raw Elements Featuring Men-At-Large,47,1,0,47,My Steez,6/13/1998,1
